ORDER_ID,RETAILER_ID,INVOICE_DATE,MONTH,DAY,YEAR,PRODUCT_ID,PRICE_PER_UNIT,UNITS_SOLD,OPERATING_MARGIN,SALES_METHOD
1191,F00WARPH,12/21/2021,12,21,2021,020,55,525,0.35,Outlet
1197,F00WARPH,12/27/2021,12,27,2021,020,55,450,0.35,Outlet
1203,F00WARPH,10/19/2021,10,19,2021,020,60,400,0.35,Outlet
1209,F00WARPH,11/18/2021,11,18,2021,020,65,375,0.35,Outlet
1215,F00WARPH,12/17/2021,12,17,2021,020,65,475,0.35,Outlet
1221,F00WARPH,1/10/2021,01,10,2021,020,35,375,0.25,Outlet
1226,F00WARPH,2/22/2021,02,22,2021,020,55,575,0.35,Outlet
1232,F00WARPH,3/20/2021,03,20,2021,020,55,545,0.35,Outlet
1238,F00WARPH,4/21/2021,04,21,2021,020,55,525,0.35,Outlet
1244,F00WARPH,5/20/2021,05,20,2021,020,65,570,0.35,Outlet
1250,F00WARPH,6/22/2021,06,22,2021,020,65,650,0.35,Outlet
1256,F00WARPH,7/20/2021,07,20,2021,020,65,675,0.35,Outlet
1262,F00WARPH,8/21/2021,08,21,2021,020,65,650,0.35,Outlet
1268,F00WARPH,9/20/2021,09,20,2021,020,65,525,0.35,Outlet
1274,F00WARPH,10/22/2021,10,22,2021,020,70,450,0.35,Outlet
1280,F00WARPH,11/21/2021,11,21,2021,020,75,425,0.35,Outlet
1286,F00WARPH,12/20/2021,12,20,2021,020,75,600,0.35,Outlet
1288,F00WARPH,1/10/2021,01,10,2021,020,35,375,0.25,Outlet
1294,F00WARPH,2/10/2021,02,10,2021,020,35,475,0.25,Outlet
1300,F00WARPH,3/9/2021,03,09,2021,020,45,500,0.25,Outlet
1306,F00WARPH,4/10/2021,04,10,2021,020,60,500,0.25,Outlet
1312,F00WARPH,5/11/2021,05,11,2021,020,55,525,0.25,Outlet
1318,F00WARPH,6/10/2021,06,10,2021,020,70,725,0.25,Outlet
1324,F00WARPH,7/9/2021,07,09,2021,020,80,800,0.25,Outlet
1330,F00WARPH,8/10/2021,08,10,2021,020,85,750,0.25,Outlet
1336,F00WARPH,9/11/2021,09,11,2021,020,65,550,0.25,Outlet
1342,F00WARPH,10/10/2021,10,10,2021,020,55,475,0.25,Outlet
1348,F00WHAHO,11/10/2021,11,10,2021,020,55,525,0.25,Outlet
1354,F00WHAHO,12/9/2021,12,09,2021,020,75,700,0.25,Outlet
1360,F00WHAHO,1/17/2021,01,17,2021,020,40,425,0.3,Outlet
1366,F00WHAHO,2/17/2021,02,17,2021,020,40,525,0.3,Outlet
1372,F00WHAHO,3/16/2021,03,16,2021,020,50,550,0.3,Outlet
1378,F00WHAHO,4/17/2021,04,17,2021,020,65,550,0.3,Outlet
1384,F00WHAHO,5/18/2021,05,18,2021,020,60,575,0.3,Outlet
1390,F00WHAHO,6/17/2021,06,17,2021,020,65,825,0.3,Outlet
1396,F00WHAHO,7/16/2021,07,16,2021,020,90,900,0.3,In-store
1402,F00WHAHO,8/17/2021,08,17,2021,020,95,850,0.3,In-store
1408,F00WHAHO,9/18/2021,09,18,2021,020,60,500,0.3,In-store
1414,F00WHAHO,10/17/2021,10,17,2021,020,50,400,0.3,In-store
1420,F00MNEOM,11/17/2021,11,17,2021,020,55,625,0.3,In-store
1426,F00WIDBO,12/16/2021,12,16,2021,020,75,800,0.3,In-store
1432,F00WIDBO,1/12/2021,01,12,2021,020,45,850,0.45,In-store
1438,F00WIDBO,2/10/2021,02,10,2021,020,45,900,0.45,In-store
1444,F00WIDBO,3/8/2021,03,08,2021,020,45,870,0.45,In-store
1450,F00WWYCH,4/9/2021,04,09,2021,020,45,825,0.45,In-store
1456,F00WWYCH,5/8/2021,05,08,2021,020,55,870,0.45,In-store
1462,F00WWYCH,6/10/2021,06,10,2021,020,60,875,0.45,In-store
1468,F00MILCH,7/8/2021,07,08,2021,020,65,950,0.45,In-store
1474,F00MILCH,8/9/2021,08,09,2021,020,65,925,0.45,In-store
1480,F00MILCH,9/8/2021,09,08,2021,020,55,850,0.45,In-store
1486,F00MILCH,10/10/2021,10,10,2021,020,60,800,0.45,In-store
1492,F00MILCH,11/9/2021,11,09,2021,020,60,775,0.45,In-store
1498,F00MILCH,12/8/2021,12,08,2021,020,65,875,0.45,In-store
1504,F00MILCH,1/14/2021,01,14,2021,020,40,800,0.5,In-store
1510,F00MILCH,2/12/2021,02,12,2021,020,40,850,0.5,In-store
1516,F00MILCH,3/10/2021,03,10,2021,020,40,820,0.5,In-store
1522,F00MILCH,4/11/2021,04,11,2021,020,40,800,0.5,In-store
1528,F00MILCH,5/10/2021,05,10,2021,020,50,820,0.5,In-store
1534,F00MILCH,6/12/2021,06,12,2021,020,50,850,0.5,In-store
1540,F00MILCH,7/10/2021,07,10,2021,020,50,875,0.5,In-store
1546,F00MILCH,8/11/2021,08,11,2021,020,50,850,0.5,In-store
1552,F00MILCH,9/10/2021,09,10,2021,020,50,800,0.5,In-store
1558,F00MILCH,10/12/2021,10,12,2021,020,55,775,0.5,In-store
1564,F00MILCH,11/11/2021,11,11,2021,020,55,750,0.5,In-store
1570,F00MILCH,12/10/2021,12,10,2021,020,55,800,0.5,In-store
1576,F00MILCH,1/24/2021,01,24,2021,020,30,350,0.35,In-store
1582,F00MILCH,2/24/2021,02,24,2021,020,30,450,0.35,In-store
1588,F00MILCH,3/23/2021,03,23,2021,020,40,475,0.35,In-store
1594,F00MILCH,4/24/2021,04,24,2021,020,55,475,0.35,In-store
1600,F00MILCH,5/25/2021,05,25,2021,020,50,500,0.35,In-store
1606,F00MIODE,6/24/2021,06,24,2021,020,55,775,0.35,In-store
1612,F00MIODE,7/23/2021,07,23,2021,020,85,850,0.35,In-store
1618,F00MIODE,8/24/2021,08,24,2021,020,90,800,0.35,In-store
1624,F00MIODE,9/25/2021,09,25,2021,020,50,450,0.35,In-store
1630,F00MIODE,10/24/2021,10,24,2021,020,40,350,0.35,In-store
1636,F00MIODE,11/24/2021,11,24,2021,020,45,575,0.35,In-store
1642,F00MIODE,12/23/2021,12,23,2021,020,65,750,0.35,In-store
1648,F00MIODE,1/19/2021,01,19,2021,020,35,750,0.5,In-store
1654,F00MIODE,2/17/2021,02,17,2021,020,35,800,0.5,In-store
1660,F00MIODE,3/15/2021,03,15,2021,020,35,770,0.5,In-store
1666,F00MIODE,4/16/2021,04,16,2021,020,35,725,0.5,In-store
1672,F00MIODE,5/15/2021,05,15,2021,020,50,795,0.5,In-store
1678,F00MIODE,6/17/2021,06,17,2021,020,55,825,0.5,In-store
1684,F00MIODE,7/15/2021,07,15,2021,020,60,900,0.5,In-store
1690,F00MIODE,8/16/2021,08,16,2021,020,60,875,0.5,In-store
1696,F00MIODE,9/15/2021,09,15,2021,020,45,800,0.5,In-store
1702,F00MKAWI,10/17/2021,10,17,2021,020,50,750,0.5,In-store
1708,F00MKAWI,11/16/2021,11,16,2021,020,50,675,0.5,In-store
1714,F00MKAWI,12/15/2021,12,15,2021,020,60,850,0.5,In-store
1720,F00MMIDE,1/18/2021,01,18,2021,020,30,625,0.4,In-store
1726,F00MMIDE,2/18/2021,02,18,2021,020,30,675,0.4,In-store
1732,F00MMIDE,3/17/2021,03,17,2021,020,35,620,0.4,In-store
1738,F00MMIDE,4/18/2021,04,18,2021,020,35,575,0.4,In-store
1744,F00MMIDE,5/19/2021,05,19,2021,020,40,620,0.4,In-store
1750,F00MMIMI,6/18/2021,06,18,2021,020,35,600,0.4,In-store
1756,F00MMIMI,7/17/2021,07,17,2021,020,40,750,0.4,In-store
1762,F00MMIMI,8/18/2021,08,18,2021,020,40,700,0.4,In-store
1768,F00MMIMI,9/19/2021,09,19,2021,020,35,600,0.4,In-store
1774,F00MMIMI,10/18/2021,10,18,2021,020,35,525,0.4,In-store
1780,F00MMIMI,11/18/2021,11,18,2021,020,35,500,0.4,In-store
1786,F00MMIMI,12/17/2021,12,17,2021,020,45,650,0.4,In-store
1792,F00MMIMI,1/11/2021,01,11,2021,020,25,675,0.4,In-store
1798,F00MMIMI,2/11/2021,02,11,2021,020,25,725,0.4,In-store
1804,F00MMIMI,3/10/2021,03,10,2021,020,30,670,0.4,In-store
1810,F00MMIMI,4/11/2021,04,11,2021,020,30,625,0.4,In-store
1816,F00MMIMI,5/12/2021,05,12,2021,020,35,670,0.4,In-store
1822,F00MMIMI,6/11/2021,06,11,2021,020,30,650,0.4,In-store
1828,F00MMIMI,7/10/2021,07,10,2021,020,35,800,0.4,In-store
1834,F00MMIMI,8/11/2021,08,11,2021,020,35,750,0.4,In-store
1840,F00MMIMI,9/12/2021,09,12,2021,020,30,650,0.4,In-store
1846,F00MMIMI,10/11/2021,10,11,2021,020,30,575,0.4,In-store
1852,F00MMIMI,11/11/2021,11,11,2021,020,30,550,0.4,In-store
1858,F00MMIMI,12/10/2021,12,10,2021,020,40,700,0.4,In-store
1864,F00MMIMI,1/24/2021,01,24,2021,020,30,350,0.35,In-store
1870,F00MMIMI,2/24/2021,02,24,2021,020,30,450,0.35,In-store
1876,F00MMIMI,3/23/2021,03,23,2021,020,40,475,0.35,In-store
1882,F00MMIST,4/24/2021,04,24,2021,020,55,475,0.35,In-store
1888,F00MMIST,5/25/2021,05,25,2021,020,50,500,0.35,In-store
1894,F00MMIST,6/24/2021,06,24,2021,020,55,775,0.35,In-store
1900,F00MMIST,7/23/2021,07,23,2021,020,85,850,0.35,In-store
1906,F00MMIST,8/24/2021,08,24,2021,020,90,800,0.35,In-store
1912,F00MMIST,9/25/2021,09,25,2021,020,50,450,0.35,In-store
1918,F00MMIST,10/24/2021,10,24,2021,020,40,350,0.35,In-store
1924,F00MMIST,11/24/2021,11,24,2021,020,45,575,0.35,In-store
1930,F00MMIST,12/23/2021,12,23,2021,020,65,750,0.35,In-store
1936,F00MMIST,1/17/2021,01,17,2021,020,35,400,0.4,In-store
1942,F00MMIST,2/17/2021,02,17,2021,020,35,500,0.4,In-store
1948,F00MMIST,3/16/2021,03,16,2021,020,45,525,0.4,In-store
1954,F00MMIST,4/17/2021,04,17,2021,020,50,525,0.4,In-store
1960,F00MMIST,5/18/2021,05,18,2021,020,45,550,0.4,In-store
1966,F00MMIST,6/17/2021,06,17,2021,020,60,825,0.4,Online
1972,F00MMIST,7/16/2021,07,16,2021,020,90,900,0.4,Online
1978,F00MMIST,8/17/2021,08,17,2021,020,95,850,0.4,Online
1984,F00MMIST,9/18/2021,09,18,2021,020,45,500,0.4,Online
1990,F00MMIST,10/17/2021,10,17,2021,020,35,400,0.4,Online
1996,F00MMIST,11/17/2021,11,17,2021,020,40,625,0.4,Online
2002,F00MNEOM,12/16/2021,12,16,2021,020,70,800,0.4,Online
2008,F00MNEOM,1/5/2021,01,05,2021,020,20,675,0.3,Online
2014,F00MNEOM,2/4/2021,02,04,2021,020,25,625,0.3,Online
2020,F00MNEOM,3/6/2021,03,06,2021,020,30,625,0.35,Online
2026,F00MNEOM,4/5/2021,04,05,2021,020,20,650,0.35,Online
2032,F00MNEOM,5/5/2021,05,05,2021,020,20,700,0.35,Online
2038,F00MNEOM,6/4/2021,06,04,2021,020,45,750,0.35,Online
2044,F00MNEOM,7/6/2021,07,06,2021,020,50,775,0.4,Online
2050,F00MNEOM,8/8/2021,08,08,2021,020,50,750,0.4,Online
2056,F00MNEOM,9/5/2021,09,05,2021,020,55,675,0.4,Online
2062,F00MNEOM,10/4/2021,10,04,2021,020,40,575,0.4,Online
2068,F00MNEOM,11/5/2021,11,05,2021,020,35,675,0.4,Online
2074,F00MNEOM,12/4/2021,12,04,2021,020,55,775,0.4,Online
2080,F00MNEOM,1/23/2021,01,23,2021,020,30,425,0.35,Online
2086,F00MNEOM,2/23/2021,02,23,2021,020,30,475,0.35,Online
2092,F00MNEOM,3/22/2021,03,22,2021,020,40,500,0.35,Online
2098,F00MNEOM,4/23/2021,04,23,2021,020,50,500,0.35,Online
2104,F00MNEOM,5/24/2021,05,24,2021,020,50,525,0.35,Online
